0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
2.90828, 
11.1298, 
23.2474, 
36.0101, 
52.9906, 
104.044, 
179.237, 
252.193, 
347.469, 
284.608, 
213.348, 
223.052, 
270.192, 
287.739, 
308.51, 
263.678, 
248.713, 
145.814, 
77.6718, 
81.969, 
96.6962, 
108.166, 
396.135, 
413.439, 
270.718, 
247.583, 
160.224, 
117.402, 
134.015, 
224.656, 
158.452, 
104.717, 
138.276, 
128.654, 
126.932, 
117.471, 
182.855, 
164.111, 
115.007, 
68.2545, 
26.1494, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
